StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"23262","1FDXE4FS0HDC75299","2018","THOR","QUANTUM","RC25","NEW","1055","31 OCT 17","267","70,995.00","113,965.00","71,687.72","HIGH ROLLER","REGAL ONYX","ABB","2018 THOR QUANTUM RC25","32' TV IN BEDROOM^^32' EXTERIOR TELEVISION^^CONVECTION MICROWAVE^^3-BURNER HIGH OUTPUT RANGE W/O^^SINGLE CHILD SAFETY TETHER^^12V ACCTIC FAN IN OVERHEAD BUN^^CABOVER CHILD SAFETY NET^^15.0 BTU A/C^^HOLDING TANKS W/HEAT PADS^^SECOND AUXILLARY BATTERY^^HEATED, REMOTE EXT MIRRORS W/^^LEATHERETTE DRIVER/PASS CHAIRS^^COCKPIT CARPET MAT^^FUEL SURCHARGE^^DIXIE^^EXTERIOR HIGH ROLLER PARTIAL P","CLASS C MH","25","0","","0","NO","NO","HDC75299","A","ACADIANA","ACADIANA",""
"23268","4VZAU1D92JC084196","2018","ENTEGRA","INSIGNIA","44W","NEW","1054.2","31 OCT 17","267","259,995.00","401,537.00","264,440.71","BRONZE","TUSCAN CHERRY","HMD","2018 ENTEGRA INSIGNIA 44W","CENTRAL VACUUM SYSTEM^^FLOOR, HIGH GLOSS PORCELN TILE^^DINETTE, BOOTH^^TV, FRONT OVERHEAD^^SATELLITE DISH, TRAV'LER DIR T^^SOLAR POWER PREP^^DIXIE","CLASS A MH","44","0","","0","NO","NO","1J11W8059","A","HAMMOND","HAMMOND",""
"23269","4VZAU1D94KC085349","2019","ENTEGRA","ASPIRE","44R","NEW","1074","22 MAY 18","64","349,337.25","465,783.00","304,397.25","TIGER LILLY","SIENNA","HMD","2019 ENTEGRA ASPIRE 44R","DISHWASHER DRAWER^^WI-FI EXTENDER W/ 4G LTE^^SOLAR PANELS DUAL^^BATTERIES, FOUR^^TRAY, STORAGE SLIDEOUT^^AWNING^^DIXIE","CLASS A MH","44","0","","0","YES","NO","8K13R8070","A","HAMMOND","HAMMOND",""
"23273A","4UZAB2DT1DCFA4876","2013","TIFFIN","ALLEGRO RED","38QBA","USED","27414","17 JUL 18","8","142,995.00","142,995.00","106,702.33","","","HMD","2013 TIFFIN ALLEGRO RED 38QBA","","CLASS A MH","0","0","","0","NO","NO","","A","HAMMOND","HAMMOND",""
"23276B","1F66F5DY3J0A00536","2018","JAYCO","PRECEPT","31UL","USED","1623","20 JUL 18","5","0.00","95,886.00","80,000.00","","","ABB","2018 JAYCO PRECEPT 31UL","","CLASS A MH","0","0","","0","NO","NO","1F66F5DY3J0A00536","A","ACADIANA","ACADIANA",""
"23308","573FR322XJ3406148","2018","GRAND DESIGN","REFLECTION","29RS","NEW","","28 AUG 17","331","42,995.00","53,159.00","37,084.09","","CAPPUCCINO","HMD","2018 GRAND DESIGN REFLECTION 2","REFLECTION PEACE OF MIND PACKA^^REFLECTION ULTIMATE POWER PACK^^REFLECTION ARCTIC 4 SEASONS PA^^2' RECEIVER HITCH^^FREE STANDING TABLE AND CHAIRS^^2AC^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","J3406148","A","HAMMOND","HAMMOND",""
"23328","5VBBAK7A7JA117934","2018","TIFFIN","ALLEGRO BUS","45OPP SG","NEW","427","15 AUG 17","344","0.00","473,252.00","342,300.71","WATERFALL","MAHOGANY","HMD","2018 TIFFIN ALLEGRO BUS 45OPP","POWERGLIDE CHASSIS 450HP^^EXTERNAL UNDER SLIDE OUT LIGHT^^EXTENDED CYCLE BATTERIES^^WATER FALL FULL BODY PAINT^^MAHOGANY INTERIOR^^COFFEEHOUSE ULTRA LEATHER^^GLAZED CANYON CHERRY CABINETS^^GLZD WAT CLST CAB^^LUSTER SHEEN^^SOLAR PANEL^^PARAMOUNT AWNINGS^^IN MOTION LOW PROFILE SAT^^WINEGARD CONNECT^^BASEMENT FREEZER^^PWR SLIDE OUT STORAGE TRAY^^SOLID NON OPENING WDS^^JBL SOUND SYSTEM^^ADVANCED MONITOR SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^HEATED TILE FLOOR^^BROADWAY BASKET WEAVE TILE^^WOLF COOKTOP UPGRADE^^DISHWASHER^^UL LRTHR U SHAPED DIN^^UL THR AIR COIL HIDE A BED SOF^^ULTRA LTHR JACK KNIFE SOFA PS^^LIFT TV PS^^PWR SMART MATTRESS KING^^POWER GLIDE^^PRE WIRE FOR TRAVELER^^FRONT OH TV^^EXT TV W/SOUND BAR^^HDYROLIC JACKS^^EXTERIOR GROUND EFFECTS LIGHTS^^AIR LEVEL SYSTEMS","CLASS A MH","45","0","","0","YES","NO","45OPP109989187017","A","HAMMOND","HAMMOND",""
"23329A","1GBG5U1286F430344","2007","JAYCO","SENECA","35GS","USED","127185","21 JUL 18","4","59,995.00","70,080.00","36,500.00","","","LFT","2007 JAYCO SENECA 35GS","","CLASS C MH","0","0","","0","NO","NO","","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23349","1V9FC3923JV206974","2018","VANLEIGH RV","VILANO","365RL","NEW","","15 AUG 17","344","64,995.00","89,839.00","60,739.01","","PEBBLE","HMD","2018 VANLEIGH RV VILANO 365RL","ENGLISH CHESTNUT^^ELECTRIC CORD REEL^^HEAT PUMP^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","JV206974","A","HAMMOND","HAMMOND",""
"23403A","4UZAB2DT7DCBY8095","2013","COACHMEN","SPORTSCOACH","CROSS COUNTRY 385DS","USED","7650","18 JUN 18","37","0.00","119,995.00","86,325.52","","","ABB","2013 COACHMEN SPORTSCOACH CROS","","CLASS A MH","0","0","","0","NO","NO","4UZAB2DT7DCBY8095","A","ACADIANA","ACADIANA",""
"23404","3ALACXFC2JDJL3460","2018","JAYCO","SENECA","37TS","NEW","1004","28 AUG 17","331","164,995.00","246,346.00","163,371.66","ANTIQUE IVORY","ROYAL GARNET","HMD","2018 JAYCO SENECA 37TS","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","37","0","","0","NO","NO","5J1HB0116","A","HAMMOND","HAMMOND",""
"23448C","1FCMF53S220A09246","2003","WINNEBA","SIGHTSEER","WFD30B","USED","0","27 JUN 18","28","24,856.00","32,995.00","8,076.13","","","CLE","2003 WINNEBA SIGHTSEER WFD30B","","CLASS A MH","0","0","","0","NO","NO","1FCMF53S220A09246","A","CALERA","CALERA",""
"23449","1UJBJ0BP7J1JJ0216","2018","JAYCO","JAY FEATHER","25BH","NEW","","25 AUG 17","334","24,495.00","33,908.00","22,366.88","","SADDLE","ABB","2018 JAYCO JAY FEATHER 25BH","CUSTOMER VALUE PACKAGE^^SINK COVER/DRYER RACK^^TV, 32'^^A/C 15K BTU ROOK MOUNT^^JACK, TONGUE ELECTRIC^^UNDERBELLY, ENCL W/ ASTFL INSU^^RIMS, ALUMINUM (4)^^KITCHEN, OUTSIDE^^GRILL, EXTERIOR^^LADDER, ROOF^^SOFA, TRI-FOLD^^","TRAVEL TRAILER","25","0","","0","NO","NO","J1JJ0216","A","ACADIANA","ACADIANA",""
"23457","1UJBJ0BR4J1T70185","2018","JAYCO","JAY FLIGHT","28RLS","NEW","","25 AUG 17","334","24,945.00","34,937.00","22,888.37","","TUMBLEWEED","ABB","2018 JAYCO JAY FLIGHT 28RLS","CUSTOMER VALUE PKG-15K AC^^ELITE PACKAGE^^50 AMP SERVICE^^THERMAL PKG W/ ENCLSD UNDERBEL^^HIDE-A-BED^^TV, 32'^^GRILL, EXTERIOR BUMPER MOUNT^^LADDER, ROOF^^","TRAVEL TRAILER","28","0","","0","NO","NO","J1T70185","A","ACADIANA","ACADIANA",""
"23467","1UJCJ0BV1J1LH0075","2018","JAYCO","NORTH POINT","361RSFS","NEW","","14 AUG 17","345","62,115.00","88,951.00","57,976.09","","ESPRESSO","ABB","2018 JAYCO NORTH POINT 361RSFS","CUSTOMER VL PKG A/C W/HT PUMP^^NORTH POINT LUXURY PACKAGE^^BED, KING^^BUNK, EURO ELECT REAR OVERHEAD^^MICROWAVE, CONVECTION W/OVEN^^SANICON DUMP SYSTEM^^HITCH, ACCESSORY RECEIVER^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","J1LH0075","A","ACADIANA","ACADIANA",""
"23468","1UJCJ0BT7J1P70130","2018","JAYCO","EAGLE HT","30.5MBOK","NEW","","28 AUG 17","331","42,495.00","63,604.00","41,564.92","","JAVA","ABB","2018 JAYCO EAGLE HT 30.5MBOK","CUSTOMER VALUE PACKAGE^^DINETTE, L-SHAPE^^50 AMP SERIVCE W/ 2ND A/C PREP^^A/C, 15K 2ND DUCTED IN BEDROOM^^COUNTERTOP, SOLID SURF (KITCHE^^LEVELING SYSTEM, AUTO^^PIN BOX, MORRYDE RUBBER^^WINDOWS, FRAMLESS TINT SAFGLS^^DIXIE","5TH WHEEL","30","0","","0","NO","NO","J1P70130","A","ACADIANA","ACADIANA",""
"23474","1F66F5DY6J0A11871","2018","THOR","MIRAMAR","37.1","NEW","1012","07 MAY 18","79","130,415.00","190,274.00","122,391.29","CRYSTAL SPRINGS","BAMBOO FROST","LFT","2018 THOR MIRAMAR 37.1","EXTERIOR-CRYSTAL SPRINGS FBP^^LEATHERETTE THEATER SEATS^^ELECTRIC FIREPLACE W/ REMOTE C^^DIXIE","CLASS A MH","37","0","","0","NO","NO","MAX03710025161","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23476","5SFNB3120JE363367","2018","HEARTLAND","NORTH TRAIL","27RBDS","NEW","","14 SEP 17","314","27,415.00","41,756.00","27,238.21","","DUNE","LFT","2018 HEARTLAND NORTH TRAIL 27R","LIGHTWEIGHT PKG^^KITCHEN UPGRADE PKG^^CALIBER EDITION^^FRONT CAP^^FREE STANDING DINETTE^^15000 AC^^DIXIE^^RVIA SEAL","TRAVEL TRAILER","27","0","","0","NO","NO","JE363367","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23481","5SFNB3620JE364544","2018","HEARTLAND","NORTH TRAIL","30RKDD","NEW","","01 SEP 17","327","27,995.00","44,972.00","29,994.73","","MIRAGE","LFT","2018 HEARTLAND NORTH TRAIL 30R","LIGHTWEIGHT PKG^^KITCHEN UPGRADE PKG^^CALIBER EDITION^^FRONT CAP^^2ND 13.5 A/C W/50 AMP SERVICE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","30","0","","0","NO","NO","JE364544","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23493","1V9FC3929JV206980","2018","VANLEIGH RV","VILANO","369FB","NEW","","14 AUG 17","345","71,995.00","97,953.00","65,378.68","","PEBBLE","CLE","2018 VANLEIGH RV VILANO 369FB","AMBER GLAZE^^ELECTRIC CORD REEL^^3RD AC^^HEAT PUMP^^SOLAR SHADES^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","JV206980","A","CALERA","CALERA",""
"23497","5SFNB3329JE364448","2018","HEARTLAND","NORTH TRAIL","28DBSS","NEW","","18 SEP 17","310","27,615.00","40,517.00","26,718.70","","DUNE","CLE","2018 HEARTLAND NORTH TRAIL 28D","LIGHTWEIGHT PKG^^KITCHEN UPGRADE PKG^^CALIBER EDITION^^FRONT CAP^^2ND 13.5 A/C W/50 AMP SERVICE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","28","0","","0","NO","NO","JE364448","A","CALERA","CALERA",""
"23500","573FS433XJ1109801","2018","GRAND DESIGN","SOLITUDE","374TH","NEW","","30 AUG 17","329","83,995.00","109,712.00","70,780.76","","LINEN","CLE","2018 GRAND DESIGN SOLITUDE 374","SOLITUDE RESIDENTIAL LIVING PA^^ROLLER SHADES^^SOLID STEP QUAD ENTRY STEPS^^KEYED A LIKE^^30000 BTU STEALTH A/C SYSTEM^^SOLITUDE PEACE OF MIND PACKAGE^^G RANGE TIRES^^SOLITUDE WEATHER TEX PACKAGE^^SOLITUDE MAX BUILT CONSTRUCTIO^^LINEN DECOR UPGRADE^^18 CU FT REFER^^TV BEDROOM^^ELECTRIC FIREPLACE^^12V TANK HEATERS^^6 POINT HYDRAULIC LEVELING SYS^^CONVECTION MICROWAVE^^POWER BED LIFT^^HEAT PUMP A/C^^SLIDE OUT AWNING^^RVIA SEAL^^DIXIE^^G RATED TIRES","5TH WHEEL","37","0","","0","YES","NO","J1109801","A","CALERA","CALERA",""
"23617","5SFNB2528JE365923","2018","HEARTLAND","SUNDANCE","221RB","NEW","0","08 SEP 17","320","20,995.00","30,401.00","20,975.96","","ADLER","CLE","2018 HEARTLAND SUNDANCE 221RB","ULTRALIGHT EXTERIOR PACKAGE^^CAMPING IN COMFORT PACKAGE^^POWER TONGUE JACK^^15000 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","22","0","","0","NO","NO","JE365923","A","CALERA","CALERA",""
"23622A","4YDF29927GK200351","2016","KEYSTONE","HIDEOUT","299RLDS","USED","","03 JUL 18","22","19,995.00","22,055.00","11,500.00","","","LFT","2016 KEYSTONE HIDEOUT 299RLDS","","5TH WHEEL","0","0","","0","NO","NO","","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23642","5SFNB2826JE366726","2018","HEARTLAND","SUNDANCE","261RK","NEW","0","11 SEP 17","317","22,995.00","33,708.00","21,879.37","","ADLER","ABB","2018 HEARTLAND SUNDANCE 261RK","ULTRALIGHT EXTERIOR PACKAGE^^CAMPING IN COMFORT PACKAGE^^POWER TONGUE JACK^^15000 A/C^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","26","0","","0","NO","NO","JE366726","A","ACADIANA","ACADIANA",""
"23644","5SFSG3526JE364294","2018","HEARTLAND","SUNDANCE","2890CC","NEW","0","04 SEP 17","324","34,995.00","60,911.00","36,811.13","","LAWSON","ABB","2018 HEARTLAND SUNDANCE 2890CC","EXTERIOR PACKAGE^^INTERIOR PACKAGE^^ELECTRIC REAR JACKS^^FREE STANDING DINETTE W/4 CHAI^^RESIDENTIAL REF^^QUEEN BED STANDARD^^15000 A/C^^2ND AC^^RVIA SEAL^^DIXIE","5TH WHEEL","28","0","","0","NO","NO","JE364294","A","ACADIANA","ACADIANA",""
"23648","5SFCG4434JE363987","2018","HEARTLAND","ROAD WARRIOR","428RW","NEW","0","16 OCT 17","282","69,995.00","115,755.00","73,132.53","","WHISKEY","CLE","2018 HEARTLAND ROAD WARRIOR 42","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE ROAD WARRIOR PACKAGE^^23 CU FT RESIDENTIAL REFE W/DU^^DYSON CORDLESS VAC^^FANTASTIC FAN -KITCHEN^^RAMP DOOR PATIO W/ ELECTRIC AW^^STEPS FOR REAR RAMP DOOR PATIO^^3-SEASON REMOVABLE GARAGE WALL^^40' GARAGE RV ON PULL DOWN/SWI^^21K MOR-RYDE PIN BOX^^RIVA SEAL^^DIXIE","5TH WHEEL TOY HAULER","42","0","","0","YES","NO","JE363987","A","CALERA","CALERA",""
"23649","5SFCG4439JE364648","2018","HEARTLAND","ROAD WARRIOR","426RW","NEW","0","07 SEP 17","321","72,995.00","111,160.00","75,219.85","","WHISKEY","CLE","2018 HEARTLAND ROAD WARRIOR 42","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE ROAD WARRIOR PACKAGE^^23 CU FT RESIDENTIAL REFER W/D^^DYSON CORDLESS VAC^^FANTASTIC FAN-KTICHEN^^RAMP DOOR PATIO W/ ELECTRIC AW^^STEPS FOR REAR RAMP DOOR PATIO^^3-SEASON REMOVABLE GARAGE WALL^^40' GARAGE RV ON PULL DOWN/SWI^^21K MOR-RYDE PIN BOX^^RIVA SEAL^^","5TH WHEEL TOY HAULER","42","0","","0","YES","NO","JE364648","A","CALERA","CALERA",""
"23651","5SFCG4438JE363099","2018","HEARTLAND","ROAD WARRIOR","428RW","NEW","0","06 SEP 17","322","69,995.00","114,130.00","70,671.46","","WHISKEY","ABB","2018 HEARTLAND ROAD WARRIOR 42","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE ROAD WARRIOR PACKAGE^^23 CU FT RESIDENTIAL REFER W/D^^DYSON CORDLESS VAC^^FANTASTIC FAN-KTICHEN^^RAMP DOOR PATIO W/ELECTRIC AWN^^STEPS FOR REAR RAMP DOOR PATIO^^3-SEASON REMOVABLE GARAGE WALL^^40' OUTISIDE TV^^21K MOR-RYDE PIN BOX^^RIVA SEAL^^DIXIE","5TH WHEEL TOY HAULER","42","0","","0","YES","NO","JE363099","A","ACADIANA","ACADIANA",""
"23666A","5ZT3CSUBXGG118987","2016","PRIME TIME","CRUSADER WHOLESALE","315RST WHOLESALE","USED","0","12 MAY 18","74","21,995.00","21,995.00","16,685.13","","","HMD","2016 PRIME TIME CRUSADER WHOLELESALE","","5TH WHEEL","31","0","","0","NO","NO","5ZT3CSUBXGG118987","A","HAMMOND","HAMMOND",""
"23667","5SFEB2215JE363820","2018","HEARTLAND","TERRY CLASSIC","V21","NEW","0","12 SEP 17","316","17,995.00","25,376.00","17,252.13","","JOURNEY","ABB","2018 HEARTLAND TERRY CLASSIC V","CLASSIC EXTERIOR PACKAGE^^MODERN INTERIOR PACKAGE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","21","0","","0","NO","NO","JE363820","A","ACADIANA","ACADIANA",""
"23674","5SFCG4430JE367132","2018","HEARTLAND","ROAD WARRIOR","428RW","NEW","0","15 SEP 17","313","69,995.00","117,955.00","72,796.48","","WHISKEY","HMD","2018 HEARTLAND ROAD WARRIOR 42","ROAD WARRIOR SUITE PACKAGE^^ULTIMATE ROAD WARRIOR PACKAGE^^23 CU FT RESIDENTIAL REFE W/DU^^DYSON CORDLESS VAC^^FANTASTIC FAN -KITCHEN^^RAMP DOOR PATIO W/ ELECTRIC AW^^STEPS REAR RAMP DOOR^^3-SEASON REMOVABLE GARAGE WALL^^40' GARAGE RV ON PULL DOWN/SWI^^21K MOR-RYDE PIN BOX^^RIVA SEAL^^DIXIE","5TH WHEEL TOY HAULER","42","0","","0","YES","NO","JE367132","A","HAMMOND","HAMMOND",""
"23681","1UJCJ0BU4J1WC0108","2018","JAYCO","EAGLE","325BHQS","NEW","0","12 SEP 17","316","49,995.00","71,514.00","46,839.92","","JAVA","ABB","2018 JAYCO EAGLE 325BHQS","CUSTOMER VALUE PACKAGE^^LUXURY PACKAGE^^A/C, 15K 2ND DUCTED IN BEDROOM^^SOFA, THEATER SEATING^^LEVELING SYSTEM, AUTO^^REFRIGERATOR, RESIDENTIAL^^AWNING POWER 2ND^^PIN BOX, MORRYDE RUBBER^^SANICON DUMP SYSTEM^^DIXIE","5TH WHEEL","32","0","","0","YES","NO","J1WC0108","A","ACADIANA","ACADIANA",""
"23690","1SMG4DC19JJ203654","2018","AIRSTREAM","BASE CAMP","16NB","NEW","0","21 SEP 17","307","41,968.00","41,968.00","34,121.78","","RIVER ROCK","CLE","2018 AIRSTREAM BASE CAMP 16NB","A/C INSTALL^^SOLAR PNL INSTALL^^MICROWAVE INSTALL^^COMFOR CONVENIECE PKG^^DIXE","TRAVEL TRAILER","16","0","","0","NO","NO","JJ203654","A","CALERA","CALERA",""
"23742B","1FDXE4FS6HDC70106","2018","JAYCO","GREYHAWK","31DS","USED","3021","03 JUL 18","22","82,995.00","103,565.00","66,575.19","","","LFT","2018 JAYCO GREYHAWK 31DS","","CLASS C MH","0","0","","0","NO","NO","","A","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"23745","5VBBAK7A0JA118018","2018","TIFFIN","ALLEGRO BUS","450PP","NEW","193","18 SEP 17","310","0.00","473,552.00","341,153.16","MARON CORAL","SILK WOOD","HMD","2018 TIFFIN ALLEGRO BUS 450PP","EXTERNAL UNDER SLIDE OUT LIGHT^^EXTENDED CYCLE BATTERIES^^GLAZED CANYON CHERRY CABINETS^^LUSTER SHEEN^^SOLAR PANEL^^PARAMOUNT AWNINGS^^IN MOTION LOW PROFILE SAT^^WINEGARD CONNECT^^BASEMENT FREEZER^^PWR SLIDE OUT STORAGE TRAY^^SOLID NON OPENING WDS^^JBL SOUND SYSTEM^^ADVANCED MONITOR SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^HEATED TILE FLOOR^^BROADWAY BASKET WEAVE TILE^^WOLF COOKTOP UPGRADE^^DISHWASHER^^UL LRTHR U SHAPED DIN^^UL THR AIR COIL HIDE A BED SOF^^ULTRA LTHR JACK KNIFE SOFA PS^^LIFT TV PS^^PWR SMART MATTRESS KING^^PRE WIRE FOR TRAVELER^^FRONT OH TV^^EXT TV W/SOUND BAR^^POWER GLIDE^^HDYROLIC JACKS^^EXTERIOR GROUND EFFECTS LIGHTS^^AIR LEVEL SYSTEMS","CLASS A MH","45","0","","0","YES","NO","450PP109990187054","A","HAMMOND","HAMMOND",""
"23750","1FDWE3FS7HDC65438","2018","THOR","QUANTUM","GR22","NEW","1172","04 SEP 17","324","58,995.00","101,529.00","62,261.88","HIGH ROLLER","REGAL ONYX","ABB","2018 THOR QUANTUM GR22","CABINETRY-GLAZED MONTEREY MAPL^^PLATINUM PACKAGE^^32' TV IN BEDROOM^^32' EXTERIOR TV^^CONVECTION MICROWAVE^^3-BURNER HIGH OUTPUT RANGE W/O^^SINGLE CHILD SAFETY TETHER^^12V ACCTIC FAN IN OVERHEAD BUN^^CABOVER CHILD SAFETY NET^^HOLDING TANKS W/HEAT PADS^^SECOND AUXILLARY BATTERY^^ELECTRIC STABILIZING SYSTEM^^HEATED, REMOTE EXT MIRRORS W/^^LEATHERETTE DRIVER/PASS CHAIRS^^FUEL SURCHARGE^^DIXIE^^EXTERIOR-HIGH ROLLER PARTIAL P^^15.0 BTU A/C IPO 13.5 BTU","CLASS C MH","22","0","","0","NO","NO","HCHGR220002610","A","ACADIANA","ACADIANA",""
"23765","5RXHB3329J2363668","2018","CRUISER RV","MPG","2800QB","NEW","0","12 SEP 17","316","22,995.00","35,472.00","22,948.37","","FOSSIL","ABB","2018 CRUISER RV MPG 2800QB","MEMORIES PER GALLON PACKAGE^^MPG EXTERIOR PACKAGE^^MPG INTERIOR PACKAGE^^EXTENDED SEASON RVING PACKAGE^^PTD FRONT CAP^^POWER TONGUE JACK^^RVIA CERTIFICATION^^DIXIE","TRAVEL TRAILER","28","0","","0","NO","NO","J2363668","A","ACADIANA","ACADIANA",""
"23768","4UZACWFC9JCJU1368","2018","TIFFIN","ALLEGRO RED","38QRA","NEW","419","20 SEP 17","308","0.00","280,664.15","198,108.95","CRIMSON","CREAM FRAICHE","HMD","2018 TIFFIN ALLEGRO RED 38QRA","15K HP FRT^^SOLAR PANEL PREP^^CRIMSON FULL BODY PAINT^^BSL^^MOCHA CLASSIC CABINETS^^IN MOTION SAT^^WINEGARD CONNECT^^1 EXTERIOR SLIDE TRAY MANUAL^^SOLID NON OPENING WDW^^EXTERIOR TV^^FRONT OVERHEAD TV^^IN DASH NAVIGATION SYSTEM^^CB ANTENNA^^LTHRTT PWR DS/PS^^CENTRAL VACUUM SYSTEM^^STACKED WASHER/DRYER^^OVEN/CONVECTION MICROWAVE^^RES REFRIG W/4 BATTERIES^^LEATHERETTE AIRCOIL PS^^LEATHERETTE C-SHAPE DINETTE DS^^FIREPLACE^^TUB IPO SHOWER^^BEDROOM CEILING FAN^^KING MEMORY FOAM^^FREIGHTLINER CHASSIS^^PROSPECTIVE FLOOR TILE^^S200","CLASS A MH","38","0","","0","NO","NO","38QRA109047186298","A","HAMMOND","HAMMOND",""
"23845A","4YDT31R2XFT410341","2015","KEYSTONE","PASSPORT ELITE","M31","USED","0","19 JUN 18","36","0.00","23,995.00","17,563.87","","","ABB","2015 KEYSTONE PASSPORT ELITE M","","TRAVEL TRAILER","0","0","","0","NO","NO","4YDT31R2XFT410341","A","ACADIANA","ACADIANA",""
"23850","1UJBJ0BR8J17X0489","2018","JAYCO","JAY FLIGHT SLX","287BHS","NEW","0","26 SEP 17","302","19,995.00","28,779.00","19,608.37","","HAVANA","ABB","2018 JAYCO JAY FLIGHT SLX 287B","CUSTOMER VALUE PACKAGE^^A/C, 15,000 BTU^^UNDERBELLY, ENCLOSED^^BEDSPREAD^^","TRAVEL TRAILER","28","0","","0","NO","NO","J17X0489","A","ACADIANA","ACADIANA",""
"23855A","4X4TWDC27G7350964","2016","FOREST RIVER","WILDWOOD X-LITE","271RB","USED","0","30 APR 18","86","15,850.00","15,850.00","13,485.49","","","ABB","2016 FOREST RIVER WILDWOOD X-L","","TRAVEL TRAILER","0","0","","0","NO","NO","4X4TWDC27G7350964","A","ACADIANA","ACADIANA",""
"23861","1UJCJ0BV5J1WM0073","2018","JAYCO","EAGLE","347BHOK","NEW","0","10 OCT 17","288","52,615.00","75,347.00","49,459.92","","JAVA","ABB","2018 JAYCO EAGLE 347BHOK","CUSTOMER VALUE PACKAGE^^LUXURY PACKAGE^^TABLE, FREESTANDING AND CHAIRS^^A/C, 15K 2ND DUCTED IN BEDROOM^^BED, KING^^LEVELING SYSTEM, AUTO^^REFRIGERATOR, RESIDENTIAL^^PIN BOX, MORRYDE RUBBER^^TV, 32' IN BEDROOM^^GRILL, EXTERIOR BUMPER MOUNT^^DIXIE","5TH WHEEL","34","0","","0","NO","NO","J1WM0073","A","ACADIANA","ACADIANA",""
"23862","1UJCJ0BN1J1P60100","2018","JAYCO","EAGLE HT","24.5CKTS","NEW","0","16 OCT 17","282","35,215.00","53,362.00","34,788.55","","JAVA","ABB","2018 JAYCO EAGLE HT 24.5CKTS","CUSTOMER VALUE PACKAGE^^TIRES, 16' UPGRADE^^50 AMP SERVICE W/2ND AC^^A/C, 15K 2ND DUCTED IN BEDROOM^^FIREPLACE^^COUNTERTOP,SOLID SURF (KITCHEN^^JACKS,STABALIZER ELECTRIC (1)^^SANICON DUMP SYSTEM^^WINDOWS, FRAMELESS TINT SAFGLS^^DIXIE","5TH WHEEL","24","0","","0","NO","NO","J1P60100","A","ACADIANA","ACADIANA",""
"23865A","4X4TFLA20HD411037","2017","FOREST RIVER","FLAGSTAFF","25BHS","USED","","20 NOV 17","247","19,995.00","19,995.00","20,311.35","","","ABB","2017 FOREST RIVER FLAGSTAFF 25","","TRAVEL TRAILER","0","0","","0","NO","NO","","A","ACADIANA","ACADIANA",""
"23882","4UZACGFE1JCJV8446","2018","TIFFIN","PHAETON","36GH","NEW","189.3","29 SEP 17","299","0.00","331,302.50","232,950.57","WHITE","CEDAR","HMD","2018 TIFFIN PHAETON 36GH","ALL ELECTRIC COACH^^HEATED TILE FLOOR^^EXTENDED CYCLE BATTERIES^^SOLAR PANEL PREP^^WHITE MAHOGANY FULL BODY PAINT^^CEDAR INTERIOR^^BROWN SUGAR ULTRA LEATHER^^MOCHA WOOD CABINETS^^IN MOTION SATELLITE DISH^^PREWIRE TRAVELER SATELLITE^^WINEGARD CONNECT^^1 EXTERIOR SLIDE TRAY^^SOLID NON OPENING WDW PS^^IN DASH NAVIGATIONAL SYSTEM^^MOBILEYE COLLISION AVOID SYS^^STACKED WASHER/DRYER^^COOK TOP W/CON MWAVE^^RES REFIRG^^DISHWASHER^^DINETTE COMPUTER WORK STAT PS^^ULTRA LTHR JACK KNIFE SOFA^^ULTRA LTHR AIRCOIL SOFA BED^^SAFE LOCATED IN BEDROOM^^MEMORY FOAM MATTRESS-QUEEN^^FREIGHTLINER CHASSIS^^AQUA HOT HEATING SYSTEM^^EXTERIOR LCD TV W/SOUNDBAR^^FRONT OH TV","CLASS A MH","36","0","","0","NO","NO","36GH0109490189178","A","HAMMOND","HAMMOND",""
